Farmer_Message,Advisor_Reply,Crop,Problem_Type,Language,Location,Season,Urgency_Level,Sentiment,Advisor_Type,Product_Recommended,Cost_Estimate,Follow_Up_Required,Message_Length,Intent_Tag,Timestamp
रागी की फसल पानी की कमी से खराब हो रही है।,कीटनाशक का उपयोग करें।,Ragi,Water,Hindi,Odisha,Summer,Low,Frustrated,Private,Pesticide,2638,Yes,11,ask_advice,23/09/2024 02:54
मेरे प्याज में पानी की कमी हो गए हैं।,खाद का छिड़काव करो।,Onion,Water,Haryanvi,Madhya Pradesh,Monsoon,High,Worried,Private,Fertilizer,4054,Yes,9,ask_advice,24/11/2024 03:05
ମାଣ୍ଡିଆ ଫସଲ ପାଗ ସମସ୍ୟା କାରଣରୁ ନଷ୍ଟ ହେଉଛି।,ଡ୍ରିପ୍ ଇରିଗେସନ୍ କିଟ୍ ବ୍ୟବହାର କରନ୍ତୁ।,Ragi,Weather,Odia,Himachal Pradesh,Monsoon,Low,Angry,AI,Drip Kit,808,No,7,ask_advice,20/12/2024 15:06
माझ्या तांदूळ मध्ये पाण्याची कमतरता आहेत.,सिंचन पंप वापरा.,Rice,Water,Marathi,Maharashtra,Kharif,High,Worried,Human,Irrigation Pump,1745,Yes,6,ask_advice,24/07/2024 20:16
ঐগী আপেল দা উপকৰণগী সমস্যা গী আক্রমণ ওইরে।,ইৰিগেচন পাম্প শিজিন্নবা।,Apple,Equipment,Manipuri,Jharkhand,Summer,Medium,Worried,Private,Irrigation Pump,3578,Yes,8,ask_advice,21/03/2025 00:42
म्हारा चावल ने उपकरण री समस्या से नुकसान भयो है।,माटी रो परीक्षण करो अर कीटनाशक लगावो।,Rice,Equipment,Rajasthani,Telangana,Summer,High,Frustrated,AI,Pesticide,2273,No,10,ask_advice,24/08/2024 13:05
ᱟᱢᱟᱜ ᱫᱟᱞ ᱨᱮ ᱵᱟᱹᱨᱩᱜ ᱫᱟᱹᱭᱠᱟᱛᱮ ᱵᱷᱟᱹᱜᱟᱭ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱵᱟᱨᱩᱜᱟᱹᱱᱟᱥᱟᱜ ᱵᱮᱵᱷᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ।,Pulses,Disease,Santhali,Telangana,Monsoon,Low,Frustrated,Govt_Expert,Fungicide,870,Yes,7,ask_advice,30/01/2025 00:43
मेरे दाल को उपकरण की समस्या ने नुकसान कर दिया है।,कुच्छ नह का उपयोग करो।,Pulses,Equipment,Haryanvi,Mizoram,Summer,Low,Worried,Human,None,0,No,11,ask_advice,18/03/2024 22:50
અમારા ચોખા માં પાણીની અછત થયા છે.,લીમડો તેલ નો છંટકાવ કરો.,Rice,Water,Gujarati,Jharkhand,Winter,High,Worried,Govt_Expert,Neem Oil,1118,Yes,7,ask_advice,16/10/2024 02:35
চাহ শস্য পুষ্টিৰ অভাৱৰ কাৰণে নষ্ট হৈছে।,একো নাই ব্যৱহাৰ কৰক।,Tea,Nutrient,Assamese,Nagaland,Summer,Low,Neutral,Human,None,0,No,7,ask_advice,27/08/2024 22:28
ஆப்பிள் பயிர் சந்தை பிரச்சனை காரணமாக பாதிக்கப்பட்டுள்ளது.,மண்ணை சோதித்து சொட்டு நீர்ப்பாசன கருவி பயன்படுத்தவும்.,Apple,Market,Tamil,Haryana,Zaid,Low,Angry,Human,Drip Kit,3006,No,28,ask_advice,09/12/2024 08:25
എന്റെ മാമ്പഴം ൽ വെള്ളത്തിന്റെ കുറവ് ഉണ്ട്.,ഒന്നുമില്ല തളിക്കുക.,Mango,Water,Malayalam,Madhya Pradesh,Zaid,Low,Angry,Private,None,0,No,21,ask_advice,09/03/2025 06:25
എന്റെ വാഴപ്പഴം ന് വെള്ളത്തിന്റെ കുറവ് നാശം വരുത്തി.,വളം തളിക്കുക.,Banana,Water,Malayalam,Meghalaya,Monsoon,Medium,Frustrated,Govt_Expert,Fertilizer,310,No,25,ask_advice,26/07/2024 09:39
মোৰ আঁখ ত পানীৰ অভাৱৰ আক্ৰমণ হৈছে।,সাৰ স্প্ৰে কৰক।,Sugarcane,Water,Assamese,Sikkim,Winter,Low,Worried,NGO,Fertilizer,2721,Yes,7,ask_advice,19/10/2024 14:22
ਕਣਕ ਦੀ ਫਸਲ ਬਜ਼ਾਰ ਦੀ ਸਮੱਸਿਆ ਕਾਰਨ ਖਰਾਬ ਹੋ ਰਹੀ ਹੈ।,ਮਿੱਟੀ ਦੀ ਜਾਂਚ ਕਰੋ ਅਤੇ ਡ੍ਰਿਪ ਇਰੀਗੇਸ਼ਨ ਕਿੱਟ ਲਗਾਓ।,Wheat,Market,Punjabi,Gujarat,Zaid,Low,Frustrated,Govt_Expert,Drip Kit,2661,Yes,11,ask_advice,07/01/2025 15:14
ঐগী টমেটো দা কীট গী আক্রমণ ওইরে।,মাটি পৰীক্ষা কৰি কোনো নৌ প্রয়োগ কৰবা।,Tomato,Pest,Manipuri,Goa,Kharif,Medium,Hopeful,Govt_Expert,None,0,Yes,7,ask_advice,03/08/2024 21:25
মোৰ কপাহ ত ৰোগ হৈছে।,সাৰ স্প্ৰে কৰক।,Cotton,Disease,Assamese,Meghalaya,Zaid,Medium,Angry,Govt_Expert,Fertilizer,3837,Yes,5,ask_advice,20/06/2024 17:37
म्हारा दाल ने उपकरण री समस्या से नुकसान भयो है।,कीटनाशक को उपयोग करो।,Pulses,Equipment,Rajasthani,Andhra Pradesh,Rabi,Medium,Frustrated,Govt_Expert,Pesticide,597,Yes,10,ask_advice,16/03/2025 10:50
എന്റെ പരുത്തി ന് കാലാവസ്ഥാ പ്രശ്നം നാശം വരുത്തി.,വേപ്പെണ്ണ ഉപയോഗിക്കുക.,Cotton,Weather,Malayalam,Meghalaya,Rabi,Medium,Worried,NGO,Neem Oil,896,No,24,ask_advice,28/08/2024 07:51
আমার তুলা এ জলের অভাব এর আক্রমণ হয়েছে।,মাটি পরীক্ষা করুন এবং সার প্রয়োগ করুন।,Cotton,Water,Bengali,Himachal Pradesh,Winter,Low,Hopeful,Private,Fertilizer,2411,No,8,ask_advice,09/06/2024 13:57
ಪರಂಗಿ ಬೆಳೆ ಮಾರುಕಟ್ಟೆ ಸಮಸ್ಯೆ ದ ಕಾರಣೊರ್ದು ಹಾಳಾತ್ಂಡ್.,ನೀರಾವರಿ ಪಂಪ್ ಬಳಕೆ ಮಲ್ಪುಲೆ।,Cotton,Market,Tulu,Mizoram,Rabi,High,Angry,NGO,Irrigation Pump,353,No,7,ask_advice,28/11/2024 18:31
আমার মশলা এ রোগ এর আক্রমণ হয়েছে।,সার স্প্রে করুন।,Spices,Disease,Bengali,West Bengal,Rabi,Medium,Worried,Human,Fertilizer,2653,Yes,7,ask_advice,14/02/2025 06:02
بینگن دی فصل بازار دی پریشانی کی وجہ سی خراب ہو رہی ہے۔,مٹی دی جانچ کرو تے کیڑہ مار دوا لاو۔,Brinjal,Market,Kashmiri,Bihar,Winter,High,Neutral,Govt_Expert,Pesticide,3257,Yes,13,ask_advice,27/05/2024 03:56
ମୋ ଗହମ କୁ କୀଟ ଦ୍ୱାରା କ୍ଷତି ହେଉଛି।,କୀଟନାଶକ ବ୍ୟବହାର କରନ୍ତୁ।,Wheat,Pest,Odia,Goa,Zaid,Low,Hopeful,Human,Pesticide,136,Yes,7,ask_advice,11/06/2024 05:51
ನನ್ನ ಹತ್ತಿ ಗೆ ಮಾರುಕಟ್ಟೆ ಸಮಸ್ಯೆ ನಷ್ಟವನ್ನುಂಟುಮಾಡಿದೆ.,ಮಣ್ಣನ್ನು ಪರೀಕ್ಷಿಸಿ ಮತ್ತು ಯಾವುದೂ ಇಲ್ಲ ಹಾಕಿ.,Cotton,Market,Kannada,Haryana,Monsoon,Medium,Hopeful,Govt_Expert,None,0,Yes,25,ask_advice,11/11/2024 03:19
हमार सेब में पानी के कमी हो गइल बा।,खाद के उपयोग करीं।,Apple,Water,Bhojpuri,Meghalaya,Monsoon,Low,Angry,Govt_Expert,Fertilizer,4120,Yes,9,ask_advice,07/12/2024 06:49
ನನ್ನ ಗೋಧಿ ಗೆ ಹವಾಮಾನ ಸಮಸ್ಯೆ ಆಗಿವೆ.,ನೀರಾವರಿ ಪಂಪ್ ಸಿಂಪಡಿಸಿ.,Wheat,Weather,Kannada,Uttarakhand,Monsoon,Low,Angry,Govt_Expert,Irrigation Pump,4966,No,16,ask_advice,20/04/2024 03:15
منہ بینگن منز پوشک مادہ دی کمی آیو۔,مٹی دی جانچ کرو تے کیڑہ مار دوا لاو۔,Brinjal,Nutrient,Kashmiri,Maharashtra,Kharif,Low,Angry,Govt_Expert,Pesticide,4456,Yes,8,ask_advice,15/02/2024 22:14
माझ्या गहू ला बाजार समस्या ने नुकसान केले आहे.,कीटकनाशक वापरा.,Wheat,Market,Marathi,Uttar Pradesh,Winter,Low,Hopeful,NGO,Pesticide,3045,Yes,9,ask_advice,14/04/2025 18:16
ಎನ್ನ ಮಸಾಲೆ ಡ್ ನೀರ್ ಕೊರತೆ ಆತ್ಂಡ್.,ಮಣ್ಣ್ ಪರಿಶೀಲನೆ ಮಲ್ತ್ ನೀಮ್ ಎಣ್ಣೆ ಹಾಕುಲೆ।,Spices,Water,Tulu,Kerala,Monsoon,High,Frustrated,Private,Neem Oil,1233,No,6,ask_advice,10/03/2024 12:41
हमर कॉफी मे कीड़ा भ गेल अछि।,ड्रिप किट के छिड़काव करू।,Coffee,Pest,Maithili,Maharashtra,Winter,Medium,Hopeful,NGO,Drip Kit,3336,Yes,7,ask_advice,15/03/2025 12:23
आम के फसल रोग के कारण खराब हो रहल बा।,माटी के जाँच करीं आ नीम तेल लगाईं।,Mango,Disease,Bhojpuri,Karnataka,Rabi,High,Hopeful,Govt_Expert,Neem Oil,4031,No,10,ask_advice,28/09/2024 00:29
माझ्या चहा ला पोषक द्रव्यांची कमतरता ने नुकसान केले आहे.,मातीची तपासणी करा आणि ठिबक सिंचन किट लावा.,Tea,Nutrient,Marathi,Tripura,Winter,Medium,Angry,Human,Drip Kit,2924,No,10,ask_advice,19/06/2024 02:47
আমার আপেল এ রোগ হয়েছে।,ফাঙ্গিসাইড স্প্রে করুন।,Apple,Disease,Bengali,West Bengal,Winter,Medium,Neutral,Govt_Expert,Fungicide,4773,No,5,ask_advice,28/10/2024 18:01
காபி பயிர் உபகரண பிரச்சனை காரணமாக பாதிக்கப்பட்டுள்ளது.,பூச்சிக்கொல்லி தெளிக்கவும்.,Coffee,Equipment,Tamil,Manipur,Winter,Medium,Angry,Private,Pesticide,2893,Yes,27,ask_advice,29/02/2024 19:54
আমার ধান এ বাজারের সমস্যা হয়েছে।,নিম তেল ব্যবহার করুন।,Rice,Market,Bengali,Manipur,Rabi,Low,Neutral,NGO,Neem Oil,1385,Yes,6,ask_advice,24/03/2025 14:24
ᱟᱢᱟᱜ ᱠᱟᱯᱟᱥ ᱨᱮ ᱫᱟᱜ ᱵᱟᱹᱜᱟᱱᱟ ᱫᱟᱹᱭᱠᱟᱛᱮ ᱵᱷᱟᱹᱜᱟᱭ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱵᱟᱨᱮ ᱧᱮᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱟᱨ ᱵᱟᱨᱩᱜᱟᱹᱱᱟᱥᱟᱜ ᱞᱟᱜᱟᱣ ᱢᱮᱱᱟᱜᱼᱟ।,Cotton,Water,Santhali,Jharkhand,Winter,High,Worried,Private,Fungicide,1228,Yes,8,ask_advice,24/04/2025 23:36
कॉफी के फसल उपकरण के समस्या के कारण खराब हो रहल अछि।,खाद के छिड़काव करू।,Coffee,Equipment,Maithili,Andhra Pradesh,Rabi,Medium,Hopeful,Govt_Expert,Fertilizer,1570,Yes,12,ask_advice,20/03/2025 21:21
మామిడి పంట సామగ్రి సమస్య వల్ల దెబ్బతింది.,వేప నూనె స్ప్రే చేయండి.,Mango,Equipment,Telugu,Andhra Pradesh,Monsoon,High,Worried,Human,Neem Oil,335,Yes,20,ask_advice,23/09/2024 02:00
ମୋ ପିଆଜ ରେ ରୋଗ ହୋଇଛି।,ମାଟି ପରୀକ୍ଷା କରନ୍ତୁ ଏବଂ ନିମ ତେଲ ଲଗାନ୍ତୁ।,Onion,Disease,Odia,Telangana,Monsoon,Low,Neutral,AI,Neem Oil,2167,Yes,5,ask_advice,01/03/2024 23:36
અમારા કપાસ ને સાધન સમસ્યા થી નુકસાન થયું છે.,જમીનનું પરીક્ષણ કરો અને સિંચાઈ પંપ લગાવો.,Cotton,Equipment,Gujarati,Goa,Rabi,Low,Angry,Govt_Expert,Irrigation Pump,302,Yes,9,ask_advice,23/01/2025 18:19
ମୋ ଆମ ରେ ରୋଗ ହୋଇଛି।,ମାଟି ପରୀକ୍ଷା କରନ୍ତୁ ଏବଂ ଫଙ୍ଗିସାଇଡ୍ ଲଗାନ୍ତୁ।,Mango,Disease,Odia,West Bengal,Zaid,Low,Worried,NGO,Fungicide,3715,No,5,ask_advice,10/07/2024 11:37
हमर चाय मे उपकरण के समस्या भ गेल अछि।,माटी के जाँच करू आ ड्रिप किट लगाऊ।,Tea,Equipment,Maithili,Arunachal Pradesh,Summer,Medium,Frustrated,Govt_Expert,Drip Kit,1556,No,9,ask_advice,30/10/2024 07:35
ਮੇਰੀ ਅੰਬ ਨੂੰ ਬਜ਼ਾਰ ਦੀ ਸਮੱਸਿਆ ਨੇ ਨੁਕਸਾਨ ਪਹੁੰਚਾਇਆ ਹੈ।,ਮਿੱਟੀ ਦੀ ਜਾਂਚ ਕਰੋ ਅਤੇ ਫੰਜੀਸਾਈਡ ਲਗਾਓ।,Mango,Market,Punjabi,Andhra Pradesh,Zaid,Medium,Worried,AI,Fungicide,1669,No,10,ask_advice,03/01/2024 06:11
মোৰ বাজৰা ত বজাৰৰ সমস্যাৰ আক্ৰমণ হৈছে।,সাৰ ব্যৱহাৰ কৰক।,Millets,Market,Assamese,Meghalaya,Summer,Medium,Worried,Govt_Expert,Fertilizer,4353,Yes,7,ask_advice,19/03/2024 08:19
কলা ফসল পুষ্টির অভাব এর কারণে নষ্ট হচ্ছে।,কীটনাশক ব্যবহার করুন।,Banana,Nutrient,Bengali,Tamil Nadu,Zaid,Medium,Neutral,AI,Pesticide,1410,Yes,8,ask_advice,30/04/2024 16:56
टोमाटो चें पीक पोषक द्रव्यांचो अभाव कारणान खराब जाला।,निंबोळी तेल वापर।,Tomato,Nutrient,Konkani,Chhattisgarh,Summer,High,Frustrated,Private,Neem Oil,3564,Yes,9,ask_advice,10/01/2024 15:16
म्हज्या टोमाटो आंत हवामान समस्या जालां।,माती तपासून ठिबक सिंचन किट लाय।,Tomato,Weather,Konkani,Uttar Pradesh,Rabi,Low,Angry,Govt_Expert,Drip Kit,187,No,6,ask_advice,23/11/2024 06:07
म्हज्या च्या आंत किडे जालां।,कीटकनाशक वापर।,Tea,Pest,Konkani,Mizoram,Kharif,Low,Neutral,Private,Pesticide,3712,Yes,5,ask_advice,25/03/2024 01:55
आम के फसल मौसम के समस्या के कारण खराब हो रहल अछि।,फफूंदनाशक के उपयोग करू।,Mango,Weather,Maithili,Rajasthan,Rabi,Low,Frustrated,AI,Fungicide,1435,Yes,12,ask_advice,26/01/2024 16:41
منہ کیلا منز کیڑہ آیو۔,کیڑہ مار دوا استیمال کرو۔,Banana,Pest,Kashmiri,Tripura,Rabi,Medium,Angry,Govt_Expert,Pesticide,4583,No,5,ask_advice,19/11/2024 19:49
मेरे केला में मौसम की समस्या हो गए हैं।,कुच्छ नह का उपयोग करो।,Banana,Weather,Haryanvi,Tamil Nadu,Monsoon,Low,Angry,NGO,None,0,No,9,ask_advice,04/01/2025 17:36
दाल की फसल उपकरण की समस्या से खराब हो रही है।,मिट्टी की जांच करें और उर्वरक लगाएं।,Pulses,Equipment,Hindi,Himachal Pradesh,Kharif,Low,Hopeful,Human,Fertilizer,2272,Yes,11,ask_advice,20/02/2024 16:50
মচলা শস্য পুষ্টিগী অভাৱ গী কারণদা নষ্ট ওইরে।,মাটি পৰীক্ষা কৰি কোনো নৌ প্রয়োগ কৰবা।,Spices,Nutrient,Manipuri,Odisha,Rabi,Medium,Neutral,Govt_Expert,None,0,Yes,8,ask_advice,11/10/2024 17:19
ತೇ ಬೆಳೆ ಉಪಕರಣ ಸಮಸ್ಯೆ ದ ಕಾರಣೊರ್ದು ಹಾಳಾತ್ಂಡ್.,ನೀಮ್ ಎಣ್ಣೆ ಬಳಕೆ ಮಲ್ಪುಲೆ।,Tea,Equipment,Tulu,Madhya Pradesh,Winter,High,Worried,Human,Neem Oil,2969,Yes,7,ask_advice,19/07/2024 19:27
আমার গম এ পুষ্টির অভাব হয়েছে।,কিছুই না ব্যবহার করুন।,Wheat,Nutrient,Bengali,Odisha,Monsoon,Medium,Hopeful,Govt_Expert,None,0,No,6,ask_advice,26/01/2024 15:57
टमाटर के फसल रोग के कारण खराब हो रहल अछि।,कीटनाशक के छिड़काव करू।,Tomato,Disease,Maithili,Bihar,Rabi,Low,Hopeful,Human,Pesticide,4585,No,10,ask_advice,03/01/2025 10:13
हमर आम मे मौसम के समस्या भ गेल अछि।,नीम तेल के उपयोग करू।,Mango,Weather,Maithili,Andhra Pradesh,Kharif,High,Neutral,Human,Neem Oil,4786,No,9,ask_advice,03/12/2024 14:46
ᱫᱟᱜ ᱨᱮᱫᱚ ᱠᱤᱲᱟ ᱫᱟᱹᱭᱠᱟᱛᱮ ᱵᱷᱟᱹᱜᱟᱭ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱫᱟᱜ ᱥᱤᱛᱮᱢ ᱠᱤᱛ ᱥᱤᱢᱯᱟᱹᱲᱤ ᱢᱮᱱᱟᱜᱼᱟ।,Rice,Pest,Santhali,Sikkim,Winter,Medium,Worried,NGO,Drip Kit,119,No,6,ask_advice,14/08/2024 17:28
म्हारा आम में पाणी रो अभाव हो गया है।,फफूंदनाशक रो छिड़काव करो।,Mango,Water,Rajasthani,Jharkhand,Summer,Medium,Worried,Private,Fungicide,498,Yes,9,ask_advice,11/04/2025 15:24
منہ باجرا کو بازار دی پریشانی نی نقصان کرو۔,کھاد استیمال کرو۔,Millets,Market,Kashmiri,Jharkhand,Zaid,High,Angry,NGO,Fertilizer,3766,Yes,9,ask_advice,02/10/2024 10:41
ચા નું પાક રોગ ને કારણે ખરાબ થઈ રહ્યું છે.,જંતુનાશક નો ઉપયોગ કરો.,Tea,Disease,Gujarati,Uttarakhand,Kharif,Low,Hopeful,NGO,Pesticide,4330,Yes,10,ask_advice,02/07/2024 18:36
منہ باجرا کو آلہ دی پریشانی نی نقصان کرو۔,ففوندناشک استیمال کرو۔,Millets,Equipment,Kashmiri,West Bengal,Winter,Medium,Frustrated,NGO,Fungicide,811,Yes,9,ask_advice,10/06/2024 14:47
